title,slug,link,match_title,match_year,seen
Anvil! The Story of Anvil (2008),anvil-the-story-of-anvil,https://letterboxd.com/film/anvil-the-story-of-anvil/,anvil! the story of anvil,2008,False
WALL·E (2008),walle,https://letterboxd.com/film/walle/,wall·e,2008,False
"The Good, the Bad, the Weird (2008)",the-good-the-bad-the-weird,https://letterboxd.com/film/the-good-the-bad-the-weird/,"the good, the bad, the weird",2008,False
The Wrestler (2008),the-wrestler,https://letterboxd.com/film/the-wrestler/,the wrestler,2008,False
Yes Man (2008),yes-man,https://letterboxd.com/film/yes-man/,yes man,2008,False
Tropic Thunder (2008),tropic-thunder,https://letterboxd.com/film/tropic-thunder/,tropic thunder,2008,False
In Bruges (2008),in-bruges,https://letterboxd.com/film/in-bruges/,in bruges,2008,False
Kung Fu Panda (2008),kung-fu-panda,https://letterboxd.com/film/kung-fu-panda/,kung fu panda,2008,False
RocknRolla (2008),rocknrolla,https://letterboxd.com/film/rocknrolla/,rocknrolla,2008,False
In the Loop (2009),in-the-loop,https://letterboxd.com/film/in-the-loop/,in the loop,2009,False
Fish Tank (2009),fish-tank,https://letterboxd.com/film/fish-tank/,fish tank,2009,False
Precious (2009),precious-2009,https://letterboxd.com/film/precious-2009/,precious,2009,False
Up (2009),up,https://letterboxd.com/film/up/,up,2009,False
Moon (2009),moon,https://letterboxd.com/film/moon/,moon,2009,False
Mary and Max (2009),mary-and-max,https://letterboxd.com/film/mary-and-max/,mary and max,2009,False
Fantastic Mr. Fox (2009),fantastic-mr-fox,https://letterboxd.com/film/fantastic-mr-fox/,fantastic mr. fox,2009,False
Nostalgia for the Light (2010),nostalgia-for-the-light,https://letterboxd.com/film/nostalgia-for-the-light/,nostalgia for the light,2010,False
Toy Story 3 (2010),toy-story-3,https://letterboxd.com/film/toy-story-3/,toy story 3,2010,False
Cave of Forgotten Dreams (2010),cave-of-forgotten-dreams,https://letterboxd.com/film/cave-of-forgotten-dreams/,cave of forgotten dreams,2010,False
Despicable Me (2010),despicable-me,https://letterboxd.com/film/despicable-me/,despicable me,2010,False
Scott Pilgrim vs. the World (2010),scott-pilgrim-vs-the-world,https://letterboxd.com/film/scott-pilgrim-vs-the-world/,scott pilgrim vs. the world,2010,False
Incendies (2010),incendies,https://letterboxd.com/film/incendies/,incendies,2010,False
Le Havre (2011),le-havre,https://letterboxd.com/film/le-havre/,le havre,2011,False
Shame (2011),shame-2011,https://letterboxd.com/film/shame-2011/,shame,2011,False
The Descendants (2011),the-descendants,https://letterboxd.com/film/the-descendants/,the descendants,2011,False
The Girl with the Dragon Tattoo (2011),the-girl-with-the-dragon-tattoo-2011,https://letterboxd.com/film/the-girl-with-the-dragon-tattoo-2011/,the girl with the dragon tattoo,2011,False
In Time (2011),in-time,https://letterboxd.com/film/in-time/,in time,2011,False
Rango (2011),rango,https://letterboxd.com/film/rango/,rango,2011,False
War Horse (2011),war-horse,https://letterboxd.com/film/war-horse/,war horse,2011,False
The Act of Killing (2012),the-act-of-killing,https://letterboxd.com/film/the-act-of-killing/,the act of killing,2012,False
Wadjda (2012),wadjda,https://letterboxd.com/film/wadjda/,wadjda,2012,False
Blancanieves (2012),blancanieves-2012,https://letterboxd.com/film/blancanieves-2012/,blancanieves,2012,False
Les Misérables (2012),les-miserables-2012,https://letterboxd.com/film/les-miserables-2012/,les misérables,2012,False
Seeking a Friend for the End of the World (2012),seeking-a-friend-for-the-end-of-the-world,https://letterboxd.com/film/seeking-a-friend-for-the-end-of-the-world/,seeking a friend for the end of the world,2012,False
The Avengers (2012),the-avengers-2012,https://letterboxd.com/film/the-avengers-2012/,the avengers,2012,False
Silver Linings Playbook (2012),silver-linings-playbook,https://letterboxd.com/film/silver-linings-playbook/,silver linings playbook,2012,False
Moonrise Kingdom (2012),moonrise-kingdom,https://letterboxd.com/film/moonrise-kingdom/,moonrise kingdom,2012,False
The Dark Knight Rises (2012),the-dark-knight-rises,https://letterboxd.com/film/the-dark-knight-rises/,the dark knight rises,2012,False
A Touch of Sin (2013),a-touch-of-sin,https://letterboxd.com/film/a-touch-of-sin/,a touch of sin,2013,False
Inside Llewyn Davis (2013),inside-llewyn-davis,https://letterboxd.com/film/inside-llewyn-davis/,inside llewyn davis,2013,False
The Great Beauty (2013),the-great-beauty,https://letterboxd.com/film/the-great-beauty/,the great beauty,2013,False
Nebraska (2013),nebraska,https://letterboxd.com/film/nebraska/,nebraska,2013,False
Under the Skin (2013),under-the-skin-2013,https://letterboxd.com/film/under-the-skin-2013/,under the skin,2013,False
Ida (2013),ida,https://letterboxd.com/film/ida/,ida,2013,False
The Great Gatsby (2013),the-great-gatsby-2013,https://letterboxd.com/film/the-great-gatsby-2013/,the great gatsby,2013,False
Now You See Me (2013),now-you-see-me,https://letterboxd.com/film/now-you-see-me/,now you see me,2013,False
Rush (2013),rush-2013,https://letterboxd.com/film/rush-2013/,rush,2013,False
Begin Again (2013),begin-again,https://letterboxd.com/film/begin-again/,begin again,2013,False
The Tale of The Princess Kaguya (2013),the-tale-of-the-princess-kaguya,https://letterboxd.com/film/the-tale-of-the-princess-kaguya/,the tale of the princess kaguya,2013,False
Before Midnight (2013),before-midnight,https://letterboxd.com/film/before-midnight/,before midnight,2013,False
The Secret Life of Walter Mitty (2013),the-secret-life-of-walter-mitty-2013,https://letterboxd.com/film/the-secret-life-of-walter-mitty-2013/,the secret life of walter mitty,2013,False
American Hustle (2013),american-hustle,https://letterboxd.com/film/american-hustle/,american hustle,2013,False
Boyhood (2014),boyhood,https://letterboxd.com/film/boyhood/,boyhood,2014,False
The Grand Budapest Hotel (2014),the-grand-budapest-hotel,https://letterboxd.com/film/the-grand-budapest-hotel/,the grand budapest hotel,2014,False
Guardians of the Galaxy (2014),guardians-of-the-galaxy,https://letterboxd.com/film/guardians-of-the-galaxy/,guardians of the galaxy,2014,False
Birdman or (The Unexpected Virtue of Ignorance) (2014),birdman-or-the-unexpected-virtue-of-ignorance,https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/,birdman or (the unexpected virtue of ignorance),2014,False
The Look of Silence (2014),the-look-of-silence,https://letterboxd.com/film/the-look-of-silence/,the look of silence,2014,False
Citizenfour (2014),citizenfour,https://letterboxd.com/film/citizenfour/,citizenfour,2014,False
Fury (2014),fury-2014,https://letterboxd.com/film/fury-2014/,fury,2014,False
The Imitation Game (2014),the-imitation-game,https://letterboxd.com/film/the-imitation-game/,the imitation game,2014,False
John Wick (2014),john-wick,https://letterboxd.com/film/john-wick/,john wick,2014,False
Paddington (2014),paddington,https://letterboxd.com/film/paddington/,paddington,2014,False
Edge of Tomorrow (2014),edge-of-tomorrow,https://letterboxd.com/film/edge-of-tomorrow/,edge of tomorrow,2014,False
Chef (2014),chef,https://letterboxd.com/film/chef/,chef,2014,False
Song of the Sea (2014),song-of-the-sea,https://letterboxd.com/film/song-of-the-sea/,song of the sea,2014,False
Gone Girl (2014),gone-girl,https://letterboxd.com/film/gone-girl/,gone girl,2014,False
The Tribe (2014),the-tribe-2014,https://letterboxd.com/film/the-tribe-2014/,the tribe,2014,False
Tangerine (2015),tangerine,https://letterboxd.com/film/tangerine/,tangerine,2015,False
Victoria (2015),victoria-2015,https://letterboxd.com/film/victoria-2015/,victoria,2015,False
Son of Saul (2015),son-of-saul,https://letterboxd.com/film/son-of-saul/,son of saul,2015,False
Bridge of Spies (2015),bridge-of-spies,https://letterboxd.com/film/bridge-of-spies/,bridge of spies,2015,False
Burnt (2015),burnt,https://letterboxd.com/film/burnt/,burnt,2015,False
Sicario (2015),sicario-2015,https://letterboxd.com/film/sicario-2015/,sicario,2015,False
The Lobster (2015),the-lobster,https://letterboxd.com/film/the-lobster/,the lobster,2015,False
Chappie (2015),chappie,https://letterboxd.com/film/chappie/,chappie,2015,False
The Intern (2015),the-intern-2015,https://letterboxd.com/film/the-intern-2015/,the intern,2015,False
Focus (2015),focus-2015,https://letterboxd.com/film/focus-2015/,focus,2015,False
Demolition (2015),demolition,https://letterboxd.com/film/demolition/,demolition,2015,False
Ex Machina (2015),ex-machina-2015,https://letterboxd.com/film/ex-machina-2015/,ex machina,2015,False
Brooklyn (2015),brooklyn,https://letterboxd.com/film/brooklyn/,brooklyn,2015,False
Southpaw (2015),southpaw-2015,https://letterboxd.com/film/southpaw-2015/,southpaw,2015,False
Under the Shadow (2016),under-the-shadow,https://letterboxd.com/film/under-the-shadow/,under the shadow,2016,False
Manchester by the Sea (2016),manchester-by-the-sea,https://letterboxd.com/film/manchester-by-the-sea/,manchester by the sea,2016,False
The Jungle Book (2016),the-jungle-book-2016,https://letterboxd.com/film/the-jungle-book-2016/,the jungle book,2016,False
"I, Daniel Blake (2016)",i-daniel-blake,https://letterboxd.com/film/i-daniel-blake/,"i, daniel blake",2016,False
The Handmaiden (2016),the-handmaiden,https://letterboxd.com/film/the-handmaiden/,the handmaiden,2016,False
Toni Erdmann (2016),toni-erdmann,https://letterboxd.com/film/toni-erdmann/,toni erdmann,2016,False
Hell or High Water (2016),hell-or-high-water,https://letterboxd.com/film/hell-or-high-water/,hell or high water,2016,False
Arrival (2016),arrival-2016,https://letterboxd.com/film/arrival-2016/,arrival,2016,False
Moonlight (2016),moonlight-2016,https://letterboxd.com/film/moonlight-2016/,moonlight,2016,False
Dawson City: Frozen Time (2016),dawson-city-frozen-time,https://letterboxd.com/film/dawson-city-frozen-time/,dawson city: frozen time,2016,False
Jackie (2016),jackie-2016,https://letterboxd.com/film/jackie-2016/,jackie,2016,False
Lady Macbeth (2016),lady-macbeth,https://letterboxd.com/film/lady-macbeth/,lady macbeth,2016,False
Sully (2016),sully,https://letterboxd.com/film/sully/,sully,2016,False
Perfect Strangers (2016),perfect-strangers-2016,https://letterboxd.com/film/perfect-strangers-2016/,perfect strangers,2016,False
Hacksaw Ridge (2016),hacksaw-ridge,https://letterboxd.com/film/hacksaw-ridge/,hacksaw ridge,2016,False
The Nice Guys (2016),the-nice-guys,https://letterboxd.com/film/the-nice-guys/,the nice guys,2016,False
13th (2016),13th,https://letterboxd.com/film/13th/,13th,2016,False
Call Me by Your Name (2017),call-me-by-your-name,https://letterboxd.com/film/call-me-by-your-name/,call me by your name,2017,False
Get Out (2017),get-out-2017,https://letterboxd.com/film/get-out-2017/,get out,2017,False
The Shape of Water (2017),the-shape-of-water,https://letterboxd.com/film/the-shape-of-water/,the shape of water,2017,False
Lady Bird (2017),lady-bird,https://letterboxd.com/film/lady-bird/,lady bird,2017,False
"Three Billboards Outside Ebbing, Missouri (2017)",three-billboards-outside-ebbing-missouri,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/,"three billboards outside ebbing, missouri",2017,False
mother! (2017),mother-2017,https://letterboxd.com/film/mother-2017/,mother!,2017,False
The Greatest Showman (2017),the-greatest-showman,https://letterboxd.com/film/the-greatest-showman/,the greatest showman,2017,False
Phantom Thread (2017),phantom-thread,https://letterboxd.com/film/phantom-thread/,phantom thread,2017,False
Baby Driver (2017),baby-driver,https://letterboxd.com/film/baby-driver/,baby driver,2017,False
The Disaster Artist (2017),the-disaster-artist,https://letterboxd.com/film/the-disaster-artist/,the disaster artist,2017,False
"I, Tonya (2017)",i-tonya,https://letterboxd.com/film/i-tonya/,"i, tonya",2017,False
Logan (2017),logan-2017,https://letterboxd.com/film/logan-2017/,logan,2017,False
Loving Vincent (2017),loving-vincent,https://letterboxd.com/film/loving-vincent/,loving vincent,2017,False
Darkest Hour (2017),darkest-hour,https://letterboxd.com/film/darkest-hour/,darkest hour,2017,False
Coco (2017),coco-2017,https://letterboxd.com/film/coco-2017/,coco,2017,False
Cyborgs (2017),cyborgs,https://letterboxd.com/film/cyborgs/,cyborgs,2017,False
Paddington 2 (2017),paddington-2,https://letterboxd.com/film/paddington-2/,paddington 2,2017,False
Murder on the Orient Express (2017),murder-on-the-orient-express-2017,https://letterboxd.com/film/murder-on-the-orient-express-2017/,murder on the orient express,2017,False
Sorry to Bother You (2018),sorry-to-bother-you,https://letterboxd.com/film/sorry-to-bother-you/,sorry to bother you,2018,False
Hereditary (2018),hereditary,https://letterboxd.com/film/hereditary/,hereditary,2018,False
BlacKkKlansman (2018),blackkklansman,https://letterboxd.com/film/blackkklansman/,blackkklansman,2018,False
Capernaum (2018),capernaum,https://letterboxd.com/film/capernaum/,capernaum,2018,False
Crazy Rich Asians (2018),crazy-rich-asians,https://letterboxd.com/film/crazy-rich-asians/,crazy rich asians,2018,False
The Favourite (2018),the-favourite,https://letterboxd.com/film/the-favourite/,the favourite,2018,False
Under the Silver Lake (2018),under-the-silver-lake,https://letterboxd.com/film/under-the-silver-lake/,under the silver lake,2018,False
A Star Is Born (2018),a-star-is-born-2018,https://letterboxd.com/film/a-star-is-born-2018/,a star is born,2018,False
Vice (2018),vice-2018,https://letterboxd.com/film/vice-2018/,vice,2018,False
Tag (2018),tag-2018,https://letterboxd.com/film/tag-2018/,tag,2018,False
The Man Who Killed Don Quixote (2018),the-man-who-killed-don-quixote,https://letterboxd.com/film/the-man-who-killed-don-quixote/,the man who killed don quixote,2018,False
A Quiet Place (2018),a-quiet-place-2018,https://letterboxd.com/film/a-quiet-place-2018/,a quiet place,2018,False
Isle of Dogs (2018),isle-of-dogs-2018,https://letterboxd.com/film/isle-of-dogs-2018/,isle of dogs,2018,False
The Farewell (2019),the-farewell-2019,https://letterboxd.com/film/the-farewell-2019/,the farewell,2019,False
Monos (2019),monos,https://letterboxd.com/film/monos/,monos,2019,False
The Vast of Night (2019),the-vast-of-night,https://letterboxd.com/film/the-vast-of-night/,the vast of night,2019,False
Booksmart (2019),booksmart,https://letterboxd.com/film/booksmart/,booksmart,2019,False
For Sama (2019),for-sama,https://letterboxd.com/film/for-sama/,for sama,2019,False
Avengers: Endgame (2019),avengers-endgame,https://letterboxd.com/film/avengers-endgame/,avengers: endgame,2019,False
The Lighthouse (2019),the-lighthouse-2019,https://letterboxd.com/film/the-lighthouse-2019/,the lighthouse,2019,False
Portrait of a Lady on Fire (2019),portrait-of-a-lady-on-fire,https://letterboxd.com/film/portrait-of-a-lady-on-fire/,portrait of a lady on fire,2019,False
Parasite (2019),parasite-2019,https://letterboxd.com/film/parasite-2019/,parasite,2019,False
Toy Story 4 (2019),toy-story-4,https://letterboxd.com/film/toy-story-4/,toy story 4,2019,False
The Assistant (2019),the-assistant-2019,https://letterboxd.com/film/the-assistant-2019/,the assistant,2019,False
Rocks (2019),rocks-2019,https://letterboxd.com/film/rocks-2019/,rocks,2019,False
Saint Maud (2019),saint-maud,https://letterboxd.com/film/saint-maud/,saint maud,2019,False
My Thoughts Are Silent (2019),my-thoughts-are-silent,https://letterboxd.com/film/my-thoughts-are-silent/,my thoughts are silent,2019,False
1917 (2019),1917,https://letterboxd.com/film/1917/,1917,2019,False
Knives Out (2019),knives-out-2019,https://letterboxd.com/film/knives-out-2019/,knives out,2019,False
Richard Jewell (2019),richard-jewell,https://letterboxd.com/film/richard-jewell/,richard jewell,2019,False
Klaus (2019),klaus,https://letterboxd.com/film/klaus/,klaus,2019,False
The Gentlemen (2019),the-gentlemen,https://letterboxd.com/film/the-gentlemen/,the gentlemen,2019,False
Atlantis (2019),atlantis-2019,https://letterboxd.com/film/atlantis-2019/,atlantis,2019,False
Homeward (2019),homeward-2019,https://letterboxd.com/film/homeward-2019/,homeward,2019,False
Little Women (2019),little-women-2019,https://letterboxd.com/film/little-women-2019/,little women,2019,False
Never Rarely Sometimes Always (2020),never-rarely-sometimes-always,https://letterboxd.com/film/never-rarely-sometimes-always/,never rarely sometimes always,2020,False
Nomadland (2020),nomadland,https://letterboxd.com/film/nomadland/,nomadland,2020,False
Lovers Rock (2020),lovers-rock-2020,https://letterboxd.com/film/lovers-rock-2020/,lovers rock,2020,False
Soul (2020),soul-2020,https://letterboxd.com/film/soul-2020/,soul,2020,False
The Father (2020),the-father-2020,https://letterboxd.com/film/the-father-2020/,the father,2020,False
The Earth Is Blue as an Orange (2020),the-earth-is-blue-as-an-orange,https://letterboxd.com/film/the-earth-is-blue-as-an-orange/,the earth is blue as an orange,2020,False
Ma Rainey's Black Bottom (2020),ma-raineys-black-bottom,https://letterboxd.com/film/ma-raineys-black-bottom/,ma rainey's black bottom,2020,False
Drive My Car (2021),drive-my-car,https://letterboxd.com/film/drive-my-car/,drive my car,2021,False
King Richard (2021),king-richard,https://letterboxd.com/film/king-richard/,king richard,2021,False
Belfast (2021),belfast,https://letterboxd.com/film/belfast/,belfast,2021,False
“Slovo” House. Unfinished Novel (2021),slovo-house-unfinished-novel,https://letterboxd.com/film/slovo-house-unfinished-novel/,“slovo” house. unfinished novel,2021,False
Stop-Zemlia (2021),stop-zemlia,https://letterboxd.com/film/stop-zemlia/,stop-zemlia,2021,False
"tick, tick... BOOM! (2021)",tick-tick-boom-2021,https://letterboxd.com/film/tick-tick-boom-2021/,"tick, tick... boom!",2021,False
The Banshees of Inisherin (2022),the-banshees-of-inisherin,https://letterboxd.com/film/the-banshees-of-inisherin/,the banshees of inisherin,2022,False
The Whale (2022),the-whale-2022,https://letterboxd.com/film/the-whale-2022/,the whale,2022,False
Triangle of Sadness (2022),triangle-of-sadness,https://letterboxd.com/film/triangle-of-sadness/,triangle of sadness,2022,False
Hundreds of Beavers (2022),hundreds-of-beavers,https://letterboxd.com/film/hundreds-of-beavers/,hundreds of beavers,2022,False
Babylon (2022),babylon-2022,https://letterboxd.com/film/babylon-2022/,babylon,2022,False
The Fabelmans (2022),the-fabelmans,https://letterboxd.com/film/the-fabelmans/,the fabelmans,2022,False
Everything Everywhere All at Once (2022),everything-everywhere-all-at-once,https://letterboxd.com/film/everything-everywhere-all-at-once/,everything everywhere all at once,2022,False
The First Slam Dunk (2022),the-first-slam-dunk,https://letterboxd.com/film/the-first-slam-dunk/,the first slam dunk,2022,False
A Man Called Otto (2022),a-man-called-otto,https://letterboxd.com/film/a-man-called-otto/,a man called otto,2022,False
The Bad Guys (2022),the-bad-guys-2022,https://letterboxd.com/film/the-bad-guys-2022/,the bad guys,2022,False
Pamfir (2022),pamfir,https://letterboxd.com/film/pamfir/,pamfir,2022,False
Hustle (2022),hustle-2022,https://letterboxd.com/film/hustle-2022/,hustle,2022,False
Butterfly Vision (2022),butterfly-vision,https://letterboxd.com/film/butterfly-vision/,butterfly vision,2022,False
The Batman (2022),the-batman,https://letterboxd.com/film/the-batman/,the batman,2022,False
The Super Mario Bros. Movie (2023),the-super-mario-bros-movie,https://letterboxd.com/film/the-super-mario-bros-movie/,the super mario bros. movie,2023,False
The Zone of Interest (2023),the-zone-of-interest,https://letterboxd.com/film/the-zone-of-interest/,the zone of interest,2023,False
Maestro (2023),maestro-2023,https://letterboxd.com/film/maestro-2023/,maestro,2023,False
The Iron Claw (2023),the-iron-claw-2023,https://letterboxd.com/film/the-iron-claw-2023/,the iron claw,2023,False
20 Days in Mariupol (2023),20-days-in-mariupol,https://letterboxd.com/film/20-days-in-mariupol/,20 days in mariupol,2023,False
The Holdovers (2023),the-holdovers,https://letterboxd.com/film/the-holdovers/,the holdovers,2023,False
John Wick: Chapter 4 (2023),john-wick-chapter-4,https://letterboxd.com/film/john-wick-chapter-4/,john wick: chapter 4,2023,False
Killers of the Flower Moon (2023),killers-of-the-flower-moon,https://letterboxd.com/film/killers-of-the-flower-moon/,killers of the flower moon,2023,False
Gran Turismo (2023),gran-turismo,https://letterboxd.com/film/gran-turismo/,gran turismo,2023,False
Past Lives (2023),past-lives,https://letterboxd.com/film/past-lives/,past lives,2023,False
Air (2023),air-2023,https://letterboxd.com/film/air-2023/,air,2023,False
Dovbush (2023),dovbush,https://letterboxd.com/film/dovbush/,dovbush,2023,False
Spider-Man: Across the Spider-Verse (2023),spider-man-across-the-spider-verse,https://letterboxd.com/film/spider-man-across-the-spider-verse/,spider-man: across the spider-verse,2023,False
Perfect Days (2023),perfect-days-2023,https://letterboxd.com/film/perfect-days-2023/,perfect days,2023,False
Poor Things (2023),poor-things-2023,https://letterboxd.com/film/poor-things-2023/,poor things,2023,False
Longlegs (2024),longlegs,https://letterboxd.com/film/longlegs/,longlegs,2024,False
Flow (2024),flow-2024,https://letterboxd.com/film/flow-2024/,flow,2024,False
Heretic (2024),heretic-2024,https://letterboxd.com/film/heretic-2024/,heretic,2024,False
Juror #2 (2024),juror-2,https://letterboxd.com/film/juror-2/,juror #2,2024,False
A Different Man (2024),a-different-man,https://letterboxd.com/film/a-different-man/,a different man,2024,False
The Apprentice (2024),the-apprentice-2024,https://letterboxd.com/film/the-apprentice-2024/,the apprentice,2024,False
Nickel Boys (2024),nickel-boys,https://letterboxd.com/film/nickel-boys/,nickel boys,2024,False
Memoir of a Snail (2024),memoir-of-a-snail,https://letterboxd.com/film/memoir-of-a-snail/,memoir of a snail,2024,False
September 5 (2024),september-5,https://letterboxd.com/film/september-5/,september 5,2024,False
I'm Still Here (2024),im-still-here-2024,https://letterboxd.com/film/im-still-here-2024/,i'm still here,2024,False
The Wild Robot (2024),the-wild-robot,https://letterboxd.com/film/the-wild-robot/,the wild robot,2024,False
Saturday Night (2024),saturday-night-2024,https://letterboxd.com/film/saturday-night-2024/,saturday night,2024,False
A Real Pain (2024),a-real-pain,https://letterboxd.com/film/a-real-pain/,a real pain,2024,False
Civil War (2024),civil-war-2024,https://letterboxd.com/film/civil-war-2024/,civil war,2024,False
Yaremchuk: Matchless World of Beauty (2024),yaremchuk-matchless-world-of-beauty,https://letterboxd.com/film/yaremchuk-matchless-world-of-beauty/,yaremchuk: matchless world of beauty,2024,False
Conclave (2024),conclave,https://letterboxd.com/film/conclave/,conclave,2024,False
Challengers (2024),challengers,https://letterboxd.com/film/challengers/,challengers,2024,False
The Substance (2024),the-substance,https://letterboxd.com/film/the-substance/,the substance,2024,False
The Brutalist (2024),the-brutalist,https://letterboxd.com/film/the-brutalist/,the brutalist,2024,False
We Live in Time (2024),we-live-in-time,https://letterboxd.com/film/we-live-in-time/,we live in time,2024,False
Under the Volcano (2024),under-the-volcano-2024,https://letterboxd.com/film/under-the-volcano-2024/,under the volcano,2024,False
Mickey 17 (2025),mickey-17,https://letterboxd.com/film/mickey-17/,mickey 17,2025,False
Sinners (2025),sinners-2025,https://letterboxd.com/film/sinners-2025/,sinners,2025,False
2000 Meters to Andriivka (2025),2000-meters-to-andriivka,https://letterboxd.com/film/2000-meters-to-andriivka/,2000 meters to andriivka,2025,False
Weapons (2025),weapons-2025,https://letterboxd.com/film/weapons-2025/,weapons,2025,False
One Battle After Another (2025),one-battle-after-another,https://letterboxd.com/film/one-battle-after-another/,one battle after another,2025,False
U Are the Universe (2024),u-are-the-universe,https://letterboxd.com/film/u-are-the-universe/,u are the universe,2024,False
Project Hail Mary (2026),project-hail-mary,https://letterboxd.com/film/project-hail-mary/,project hail mary,2026,False
