title,slug,link,match_title,match_year,seen
Papillon (1973),papillon,https://letterboxd.com/film/papillon/,papillon,1973,False
Céline and Julie Go Boating (1974),celine-and-julie-go-boating,https://letterboxd.com/film/celine-and-julie-go-boating/,céline and julie go boating,1974,False
A Woman Under the Influence (1974),a-woman-under-the-influence,https://letterboxd.com/film/a-woman-under-the-influence/,a woman under the influence,1974,False
Mirror (1975),mirror,https://letterboxd.com/film/mirror/,mirror,1975,False
India Song (1975),india-song,https://letterboxd.com/film/india-song/,india song,1975,False
Fox and His Friends (1975),fox-and-his-friends,https://letterboxd.com/film/fox-and-his-friends/,fox and his friends,1975,False
Deewaar (1975),deewaar,https://letterboxd.com/film/deewaar/,deewaar,1975,False
Dersu Uzala (1975),dersu-uzala,https://letterboxd.com/film/dersu-uzala/,dersu uzala,1975,False
The Travelling Players (1975),the-travelling-players,https://letterboxd.com/film/the-travelling-players/,the travelling players,1975,False
Manila in the Claws of Light (1975),manila-in-the-claws-of-light,https://letterboxd.com/film/manila-in-the-claws-of-light/,manila in the claws of light,1975,False
The Killing of a Chinese Bookie (1976),the-killing-of-a-chinese-bookie,https://letterboxd.com/film/the-killing-of-a-chinese-bookie/,the killing of a chinese bookie,1976,False
1900 (1976),1900,https://letterboxd.com/film/1900/,1900,1976,False
The Last Wave (1977),the-last-wave,https://letterboxd.com/film/the-last-wave/,the last wave,1977,False
Man of Marble (1977),man-of-marble,https://letterboxd.com/film/man-of-marble/,man of marble,1977,False
The Ascent (1977),the-ascent,https://letterboxd.com/film/the-ascent/,the ascent,1977,False
Ceddo (1977),ceddo,https://letterboxd.com/film/ceddo/,ceddo,1977,False
Last Chants for a Slow Dance (1977),last-chants-for-a-slow-dance,https://letterboxd.com/film/last-chants-for-a-slow-dance/,last chants for a slow dance,1977,False
Soldier of Orange (1977),soldier-of-orange,https://letterboxd.com/film/soldier-of-orange/,soldier of orange,1977,False
Sleeping Dogs (1977),sleeping-dogs,https://letterboxd.com/film/sleeping-dogs/,sleeping dogs,1977,False
The 36th Chamber of Shaolin (1978),the-36th-chamber-of-shaolin,https://letterboxd.com/film/the-36th-chamber-of-shaolin/,the 36th chamber of shaolin,1978,False
Killer of Sheep (1978),killer-of-sheep,https://letterboxd.com/film/killer-of-sheep/,killer of sheep,1978,False
The Tree of Wooden Clogs (1978),the-tree-of-wooden-clogs,https://letterboxd.com/film/the-tree-of-wooden-clogs/,the tree of wooden clogs,1978,False
The Chant of Jimmie Blacksmith (1978),the-chant-of-jimmie-blacksmith,https://letterboxd.com/film/the-chant-of-jimmie-blacksmith/,the chant of jimmie blacksmith,1978,False
The Five Venoms (1978),the-five-venoms,https://letterboxd.com/film/the-five-venoms/,the five venoms,1978,False
The Marriage of Maria Braun (1979),the-marriage-of-maria-braun,https://letterboxd.com/film/the-marriage-of-maria-braun/,the marriage of maria braun,1979,False
Christ Stopped at Eboli (1979),christ-stopped-at-eboli,https://letterboxd.com/film/christ-stopped-at-eboli/,christ stopped at eboli,1979,False
Real Life (1979),real-life,https://letterboxd.com/film/real-life/,real life,1979,False
My Brilliant Career (1979),my-brilliant-career,https://letterboxd.com/film/my-brilliant-career/,my brilliant career,1979,False
The Tin Drum (1979),the-tin-drum,https://letterboxd.com/film/the-tin-drum/,the tin drum,1979,False
Breaking Away (1979),breaking-away,https://letterboxd.com/film/breaking-away/,breaking away,1979,False
Stalker (1979),stalker,https://letterboxd.com/film/stalker/,stalker,1979,False
The Muppet Movie (1979),the-muppet-movie,https://letterboxd.com/film/the-muppet-movie/,the muppet movie,1979,False
The Jerk (1979),the-jerk,https://letterboxd.com/film/the-jerk/,the jerk,1979,False
All That Jazz (1979),all-that-jazz,https://letterboxd.com/film/all-that-jazz/,all that jazz,1979,False
Atlantic City (1980),atlantic-city,https://letterboxd.com/film/atlantic-city/,atlantic city,1980,False
Ordinary People (1980),ordinary-people,https://letterboxd.com/film/ordinary-people/,ordinary people,1980,False
The Taming of the Scoundrel (1980),the-taming-of-the-scoundrel,https://letterboxd.com/film/the-taming-of-the-scoundrel/,the taming of the scoundrel,1980,False
Adventures of Captain Vrungel (1980),adventures-of-captain-vrungel,https://letterboxd.com/film/adventures-of-captain-vrungel/,adventures of captain vrungel,1980,False
Three Brothers (1981),three-brothers,https://letterboxd.com/film/three-brothers/,three brothers,1981,False
Man of Iron (1981),man-of-iron,https://letterboxd.com/film/man-of-iron/,man of iron,1981,False
Gallipoli (1981),gallipoli,https://letterboxd.com/film/gallipoli/,gallipoli,1981,False
Too Early / Too Late (1981),too-early-too-late,https://letterboxd.com/film/too-early-too-late/,too early / too late,1981,False
Reds (1981),reds,https://letterboxd.com/film/reds/,reds,1981,False
A Question of Silence (1982),a-question-of-silence,https://letterboxd.com/film/a-question-of-silence/,a question of silence,1982,False
Diner (1982),diner,https://letterboxd.com/film/diner/,diner,1982,False
Koyaanisqatsi (1982),koyaanisqatsi,https://letterboxd.com/film/koyaanisqatsi/,koyaanisqatsi,1982,False
Fast Times at Ridgemont High (1982),fast-times-at-ridgemont-high,https://letterboxd.com/film/fast-times-at-ridgemont-high/,fast times at ridgemont high,1982,False
The Road (1982),the-road-1982,https://letterboxd.com/film/the-road-1982/,the road,1982,False
The Night of the Shooting Stars (1982),the-night-of-the-shooting-stars,https://letterboxd.com/film/the-night-of-the-shooting-stars/,the night of the shooting stars,1982,False
Utu (1983),utu,https://letterboxd.com/film/utu/,utu,1983,False
Sans Soleil (1983),sans-soleil,https://letterboxd.com/film/sans-soleil/,sans soleil,1983,False
Local Hero (1983),local-hero,https://letterboxd.com/film/local-hero/,local hero,1983,False
The 4th Man (1983),the-4th-man,https://letterboxd.com/film/the-4th-man/,the 4th man,1983,False
The Big Chill (1983),the-big-chill,https://letterboxd.com/film/the-big-chill/,the big chill,1983,False
El Norte (1983),el-norte,https://letterboxd.com/film/el-norte/,el norte,1983,False
A Christmas Story (1983),a-christmas-story-1983,https://letterboxd.com/film/a-christmas-story-1983/,a christmas story,1983,False
Terms of Endearment (1983),terms-of-endearment,https://letterboxd.com/film/terms-of-endearment/,terms of endearment,1983,False
The Official Story (1985),the-official-story,https://letterboxd.com/film/the-official-story/,the official story,1985,False
Shoah (1985),shoah,https://letterboxd.com/film/shoah/,shoah,1985,False
Mishima: A Life in Four Chapters (1985),mishima-a-life-in-four-chapters,https://letterboxd.com/film/mishima-a-life-in-four-chapters/,mishima: a life in four chapters,1985,False
Prizzi's Honor (1985),prizzis-honor,https://letterboxd.com/film/prizzis-honor/,prizzi's honor,1985,False
The Time to Live and the Time to Die (1985),the-time-to-live-and-the-time-to-die,https://letterboxd.com/film/the-time-to-live-and-the-time-to-die/,the time to live and the time to die,1985,False
Sherman's March (1985),shermans-march,https://letterboxd.com/film/shermans-march/,sherman's march,1985,False
Tampopo (1985),tampopo,https://letterboxd.com/film/tampopo/,tampopo,1985,False
The Horse Thief (1986),the-horse-thief,https://letterboxd.com/film/the-horse-thief/,the horse thief,1986,False
Caravaggio (1986),caravaggio,https://letterboxd.com/film/caravaggio/,caravaggio,1986,False
Manhunter (1986),manhunter,https://letterboxd.com/film/manhunter/,manhunter,1986,False
Peking Opera Blues (1986),peking-opera-blues,https://letterboxd.com/film/peking-opera-blues/,peking opera blues,1986,False
Henry: Portrait of a Serial Killer (1986),henry-portrait-of-a-serial-killer,https://letterboxd.com/film/henry-portrait-of-a-serial-killer/,henry: portrait of a serial killer,1986,False
Yeelen (1987),yeelen,https://letterboxd.com/film/yeelen/,yeelen,1987,False
Raising Arizona (1987),raising-arizona,https://letterboxd.com/film/raising-arizona/,raising arizona,1987,False
Withnail & I (1987),withnail-i,https://letterboxd.com/film/withnail-i/,withnail & i,1987,False
Wings of Desire (1987),wings-of-desire,https://letterboxd.com/film/wings-of-desire/,wings of desire,1987,False
RoboCop (1987),robocop,https://letterboxd.com/film/robocop/,robocop,1987,False
A Chinese Ghost Story (1987),a-chinese-ghost-story,https://letterboxd.com/film/a-chinese-ghost-story/,a chinese ghost story,1987,False
The Dead (1987),the-dead,https://letterboxd.com/film/the-dead/,the dead,1987,False
Red Sorghum (1988),red-sorghum,https://letterboxd.com/film/red-sorghum/,red sorghum,1988,False
Housekeeping (1987),housekeeping,https://letterboxd.com/film/housekeeping/,housekeeping,1987,False
Broadcast News (1987),broadcast-news,https://letterboxd.com/film/broadcast-news/,broadcast news,1987,False
"Planes, Trains and Automobiles (1987)",planes-trains-and-automobiles,https://letterboxd.com/film/planes-trains-and-automobiles/,"planes, trains and automobiles",1987,False
"Distant Voices, Still Lives (1988)",distant-voices-still-lives,https://letterboxd.com/film/distant-voices-still-lives/,"distant voices, still lives",1988,False
Big (1988),big,https://letterboxd.com/film/big/,big,1988,False
The Thin Blue Line (1988),the-thin-blue-line,https://letterboxd.com/film/the-thin-blue-line/,the thin blue line,1988,False
The Vanishing (1988),the-vanishing,https://letterboxd.com/film/the-vanishing/,the vanishing,1988,False
Landscape in the Mist (1988),landscape-in-the-mist,https://letterboxd.com/film/landscape-in-the-mist/,landscape in the mist,1988,False
A Tale of the Wind (1988),a-tale-of-the-wind,https://letterboxd.com/film/a-tale-of-the-wind/,a tale of the wind,1988,False
Drowning by Numbers (1988),drowning-by-numbers,https://letterboxd.com/film/drowning-by-numbers/,drowning by numbers,1988,False
Ariel (1988),ariel,https://letterboxd.com/film/ariel/,ariel,1988,False
Hôtel Terminus: The Life and Times of Klaus Barbie (1988),hotel-terminus-the-life-and-times-of-klaus-barbie,https://letterboxd.com/film/hotel-terminus-the-life-and-times-of-klaus-barbie/,hôtel terminus: the life and times of klaus barbie,1988,False
Dangerous Liaisons (1988),dangerous-liaisons,https://letterboxd.com/film/dangerous-liaisons/,dangerous liaisons,1988,False
The Accidental Tourist (1988),the-accidental-tourist,https://letterboxd.com/film/the-accidental-tourist/,the accidental tourist,1988,False
The Unbelievable Truth (1989),the-unbelievable-truth,https://letterboxd.com/film/the-unbelievable-truth/,the unbelievable truth,1989,False
My Left Foot: The Story of Christy Brown (1989),my-left-foot-the-story-of-christy-brown,https://letterboxd.com/film/my-left-foot-the-story-of-christy-brown/,my left foot: the story of christy brown,1989,False
Say Anything... (1989),say-anything,https://letterboxd.com/film/say-anything/,say anything...,1989,False
Tetsuo: The Iron Man (1989),tetsuo-the-iron-man,https://letterboxd.com/film/tetsuo-the-iron-man/,tetsuo: the iron man,1989,False
Tongues Untied (1989),tongues-untied,https://letterboxd.com/film/tongues-untied/,tongues untied,1989,False
The Killer (1989),the-killer,https://letterboxd.com/film/the-killer/,the killer,1989,False
Roger & Me (1989),roger-me,https://letterboxd.com/film/roger-me/,roger & me,1989,False
Drugstore Cowboy (1989),drugstore-cowboy,https://letterboxd.com/film/drugstore-cowboy/,drugstore cowboy,1989,False
"The Cook, the Thief, His Wife & Her Lover (1989)",the-cook-the-thief-his-wife-her-lover,https://letterboxd.com/film/the-cook-the-thief-his-wife-her-lover/,"the cook, the thief, his wife & her lover",1989,False
A City of Sadness (1989),a-city-of-sadness,https://letterboxd.com/film/a-city-of-sadness/,a city of sadness,1989,False
The Asthenic Syndrome (1989),the-asthenic-syndrome,https://letterboxd.com/film/the-asthenic-syndrome/,the asthenic syndrome,1989,False
Dekalog (1989),dekalog,https://letterboxd.com/film/dekalog/,dekalog,1989,False
Treasure Island (1989),treasure-island-1989,https://letterboxd.com/film/treasure-island-1989/,treasure island,1989,False
Glory (1989),glory,https://letterboxd.com/film/glory/,glory,1989,False
Close-Up (1990),close-up,https://letterboxd.com/film/close-up/,close-up,1990,False
Total Recall (1990),total-recall,https://letterboxd.com/film/total-recall/,total recall,1990,False
Archangel (1990),archangel-1990,https://letterboxd.com/film/archangel-1990/,archangel,1990,False
Trust (1990),trust,https://letterboxd.com/film/trust/,trust,1990,False
Reversal of Fortune (1990),reversal-of-fortune,https://letterboxd.com/film/reversal-of-fortune/,reversal of fortune,1990,False
Europa Europa (1990),europa-europa,https://letterboxd.com/film/europa-europa/,europa europa,1990,False
Home Alone (1990),home-alone,https://letterboxd.com/film/home-alone/,home alone,1990,False
The Rapture (1991),the-rapture,https://letterboxd.com/film/the-rapture/,the rapture,1991,False
A Brighter Summer Day (1991),a-brighter-summer-day,https://letterboxd.com/film/a-brighter-summer-day/,a brighter summer day,1991,False
Once Upon a Time in China (1991),once-upon-a-time-in-china,https://letterboxd.com/film/once-upon-a-time-in-china/,once upon a time in china,1991,False
Hearts of Darkness: A Filmmaker's Apocalypse (1991),hearts-of-darkness-a-filmmakers-apocalypse,https://letterboxd.com/film/hearts-of-darkness-a-filmmakers-apocalypse/,hearts of darkness: a filmmaker's apocalypse,1991,False
Raise the Red Lantern (1991),raise-the-red-lantern,https://letterboxd.com/film/raise-the-red-lantern/,raise the red lantern,1991,False
Center Stage (1991),center-stage-1991,https://letterboxd.com/film/center-stage-1991/,center stage,1991,False
Naked Lunch (1991),naked-lunch,https://letterboxd.com/film/naked-lunch/,naked lunch,1991,False
Eneida (1991),eneida-1991,https://letterboxd.com/film/eneida-1991/,eneida,1991,False
Romper Stomper (1992),romper-stomper,https://letterboxd.com/film/romper-stomper/,romper stomper,1992,False
Strictly Ballroom (1992),strictly-ballroom,https://letterboxd.com/film/strictly-ballroom/,strictly ballroom,1992,False
The Crying Game (1992),the-crying-game,https://letterboxd.com/film/the-crying-game/,the crying game,1992,False
Candyman (1992),candyman,https://letterboxd.com/film/candyman/,candyman,1992,False
Aileen Wuornos: The Selling of a Serial Killer (1992),aileen-wuornos-the-selling-of-a-serial-killer,https://letterboxd.com/film/aileen-wuornos-the-selling-of-a-serial-killer/,aileen wuornos: the selling of a serial killer,1992,False
Aladdin (1992),aladdin,https://letterboxd.com/film/aladdin/,aladdin,1992,False
Malcolm X (1992),malcolm-x-1992,https://letterboxd.com/film/malcolm-x-1992/,malcolm x,1992,False
Bram Stoker's Dracula (1992),bram-stokers-dracula,https://letterboxd.com/film/bram-stokers-dracula/,bram stoker's dracula,1992,False
Farewell My Concubine (1993),farewell-my-concubine,https://letterboxd.com/film/farewell-my-concubine/,farewell my concubine,1993,False
The Wedding Banquet (1993),the-wedding-banquet,https://letterboxd.com/film/the-wedding-banquet/,the wedding banquet,1993,False
The Blue Kite (1993),the-blue-kite,https://letterboxd.com/film/the-blue-kite/,the blue kite,1993,False
The Puppetmaster (1993),the-puppetmaster,https://letterboxd.com/film/the-puppetmaster/,the puppetmaster,1993,False
The Age of Innocence (1993),the-age-of-innocence,https://letterboxd.com/film/the-age-of-innocence/,the age of innocence,1993,False
Dear Diary (1993),dear-diary-1993,https://letterboxd.com/film/dear-diary-1993/,dear diary,1993,False
Lamerica (1994),lamerica,https://letterboxd.com/film/lamerica/,lamerica,1994,False
Through the Olive Trees (1994),through-the-olive-trees,https://letterboxd.com/film/through-the-olive-trees/,through the olive trees,1994,False
Wild Reeds (1994),wild-reeds,https://letterboxd.com/film/wild-reeds/,wild reeds,1994,False
Natural Born Killers (1994),natural-born-killers,https://letterboxd.com/film/natural-born-killers/,natural born killers,1994,False
Heavenly Creatures (1994),heavenly-creatures,https://letterboxd.com/film/heavenly-creatures/,heavenly creatures,1994,False
Crumb (1994),crumb,https://letterboxd.com/film/crumb/,crumb,1994,False
Hoop Dreams (1994),hoop-dreams,https://letterboxd.com/film/hoop-dreams/,hoop dreams,1994,False
The Kingdom (1994),the-kingdom,https://letterboxd.com/film/the-kingdom/,the kingdom,1994,False
Twin Sitters (1994),twin-sitters,https://letterboxd.com/film/twin-sitters/,twin sitters,1994,False
Ace Ventura: Pet Detective (1994),ace-ventura-pet-detective,https://letterboxd.com/film/ace-ventura-pet-detective/,ace ventura: pet detective,1994,False
The Mask (1994),the-mask-1994,https://letterboxd.com/film/the-mask-1994/,the mask,1994,False
Speed (1994),speed,https://letterboxd.com/film/speed/,speed,1994,False
The White Balloon (1995),the-white-balloon,https://letterboxd.com/film/the-white-balloon/,the white balloon,1995,False
Underground (1995),underground-1995,https://letterboxd.com/film/underground-1995/,underground,1995,False
Smoke (1995),smoke,https://letterboxd.com/film/smoke/,smoke,1995,False
Zero Kelvin (1995),zero-kelvin,https://letterboxd.com/film/zero-kelvin/,zero kelvin,1995,False
Strange Days (1995),strange-days,https://letterboxd.com/film/strange-days/,strange days,1995,False
Dilwale Dulhania Le Jayenge (1995),dilwale-dulhania-le-jayenge,https://letterboxd.com/film/dilwale-dulhania-le-jayenge/,dilwale dulhania le jayenge,1995,False
Four Rooms (1995),four-rooms,https://letterboxd.com/film/four-rooms/,four rooms,1995,False
Before Sunrise (1995),before-sunrise,https://letterboxd.com/film/before-sunrise/,before sunrise,1995,False
The Pillow Book (1995),the-pillow-book,https://letterboxd.com/film/the-pillow-book/,the pillow book,1995,False
Deseret (1996),deseret,https://letterboxd.com/film/deseret/,deseret,1996,False
Three Lives and Only One Death (1996),three-lives-and-only-one-death,https://letterboxd.com/film/three-lives-and-only-one-death/,three lives and only one death,1996,False
Gabbeh (1996),gabbeh,https://letterboxd.com/film/gabbeh/,gabbeh,1996,False
The English Patient (1996),the-english-patient,https://letterboxd.com/film/the-english-patient/,the english patient,1996,False
Mother and Son (1997),mother-and-son,https://letterboxd.com/film/mother-and-son/,mother and son,1997,False
Taste of Cherry (1997),taste-of-cherry,https://letterboxd.com/film/taste-of-cherry/,taste of cherry,1997,False
Happy Together (1997),happy-together-1997,https://letterboxd.com/film/happy-together-1997/,happy together,1997,False
The Butcher Boy (1997),the-butcher-boy-1997,https://letterboxd.com/film/the-butcher-boy-1997/,the butcher boy,1997,False
"Fast, Cheap & Out of Control (1997)",fast-cheap-out-of-control,https://letterboxd.com/film/fast-cheap-out-of-control/,"fast, cheap & out of control",1997,False
Deconstructing Harry (1997),deconstructing-harry,https://letterboxd.com/film/deconstructing-harry/,deconstructing harry,1997,False
Neon Genesis Evangelion: The End of Evangelion (1997),neon-genesis-evangelion-the-end-of-evangelion,https://letterboxd.com/film/neon-genesis-evangelion-the-end-of-evangelion/,neon genesis evangelion: the end of evangelion,1997,False
Kundun (1997),kundun,https://letterboxd.com/film/kundun/,kundun,1997,False
The Idiots (1998),the-idiots,https://letterboxd.com/film/the-idiots/,the idiots,1998,False
Sombre (1998),sombre,https://letterboxd.com/film/sombre/,sombre,1998,False
Rush Hour (1998),rush-hour,https://letterboxd.com/film/rush-hour/,rush hour,1998,False
Time Regained (1999),time-regained,https://letterboxd.com/film/time-regained/,time regained,1999,False
Rosetta (1999),rosetta,https://letterboxd.com/film/rosetta/,rosetta,1999,False
Beau Travail (1999),beau-travail,https://letterboxd.com/film/beau-travail/,beau travail,1999,False
Eyes Wide Shut (1999),eyes-wide-shut,https://letterboxd.com/film/eyes-wide-shut/,eyes wide shut,1999,False
The Wind Will Carry Us (1999),the-wind-will-carry-us,https://letterboxd.com/film/the-wind-will-carry-us/,the wind will carry us,1999,False
Attack the Gas Station! (1999),attack-the-gas-station,https://letterboxd.com/film/attack-the-gas-station/,attack the gas station!,1999,False
Audition (1999),audition,https://letterboxd.com/film/audition/,audition,1999,False
Stuart Little (1999),stuart-little,https://letterboxd.com/film/stuart-little/,stuart little,1999,False
Man on the Moon (1999),man-on-the-moon,https://letterboxd.com/film/man-on-the-moon/,man on the moon,1999,False
The Iron Giant (1999),the-iron-giant,https://letterboxd.com/film/the-iron-giant/,the iron giant,1999,False
Taboo (1999),taboo-1999,https://letterboxd.com/film/taboo-1999/,taboo,1999,False
Ali Zaoua: Prince of the Streets (2000),ali-zaoua-prince-of-the-streets,https://letterboxd.com/film/ali-zaoua-prince-of-the-streets/,ali zaoua: prince of the streets,2000,False
Signs & Wonders (2000),signs-wonders,https://letterboxd.com/film/signs-wonders/,signs & wonders,2000,False
The Captive (2000),the-captive,https://letterboxd.com/film/the-captive/,the captive,2000,False
Kippur (2000),kippur,https://letterboxd.com/film/kippur/,kippur,2000,False
The Gleaners and I (2000),the-gleaners-and-i,https://letterboxd.com/film/the-gleaners-and-i/,the gleaners and i,2000,False
Nine Queens (2000),nine-queens,https://letterboxd.com/film/nine-queens/,nine queens,2000,False
Meet the Parents (2000),meet-the-parents,https://letterboxd.com/film/meet-the-parents/,meet the parents,2000,False
Gone in Sixty Seconds (2000),gone-in-sixty-seconds,https://letterboxd.com/film/gone-in-sixty-seconds/,gone in sixty seconds,2000,False
Chicken Run (2000),chicken-run,https://letterboxd.com/film/chicken-run/,chicken run,2000,False
Traffic (2000),traffic,https://letterboxd.com/film/traffic/,traffic,2000,False
Fat Girl (2001),fat-girl,https://letterboxd.com/film/fat-girl/,fat girl,2001,False
The Son's Room (2001),the-sons-room,https://letterboxd.com/film/the-sons-room/,the son's room,2001,False
Kandahar (2001),kandahar,https://letterboxd.com/film/kandahar/,kandahar,2001,False
The Piano Teacher (2001),the-piano-teacher,https://letterboxd.com/film/the-piano-teacher/,the piano teacher,2001,False
What Time Is It There? (2001),what-time-is-it-there,https://letterboxd.com/film/what-time-is-it-there/,what time is it there?,2001,False
Lantana (2001),lantana,https://letterboxd.com/film/lantana/,lantana,2001,False
Y Tu Mamá También (2001),y-tu-mama-tambien,https://letterboxd.com/film/y-tu-mama-tambien/,y tu mamá también,2001,False
A.I. Artificial Intelligence (2001),ai-artificial-intelligence,https://letterboxd.com/film/ai-artificial-intelligence/,a.i. artificial intelligence,2001,False
Monsoon Wedding (2001),monsoon-wedding,https://letterboxd.com/film/monsoon-wedding/,monsoon wedding,2001,False
The Royal Tenenbaums (2001),the-royal-tenenbaums,https://letterboxd.com/film/the-royal-tenenbaums/,the royal tenenbaums,2001,False
Rat Race (2001),rat-race,https://letterboxd.com/film/rat-race/,rat race,2001,False
Blow (2001),blow,https://letterboxd.com/film/blow/,blow,2001,False
Harry Potter and the Philosopher's Stone (2001),harry-potter-and-the-philosophers-stone,https://letterboxd.com/film/harry-potter-and-the-philosophers-stone/,harry potter and the philosopher's stone,2001,False
Shrek (2001),shrek,https://letterboxd.com/film/shrek/,shrek,2001,False
"Monsters, Inc. (2001)",monsters-inc,https://letterboxd.com/film/monsters-inc/,"monsters, inc.",2001,False
Rabbit-Proof Fence (2002),rabbit-proof-fence,https://letterboxd.com/film/rabbit-proof-fence/,rabbit-proof fence,2002,False
Russian Ark (2002),russian-ark,https://letterboxd.com/film/russian-ark/,russian ark,2002,False
Hero (2002),hero-2002,https://letterboxd.com/film/hero-2002/,hero,2002,False
Bus 174 (2002),bus-174,https://letterboxd.com/film/bus-174/,bus 174,2002,False
Adaptation. (2002),adaptation,https://letterboxd.com/film/adaptation/,adaptation.,2002,False
Distant (2002),distant,https://letterboxd.com/film/distant/,distant,2002,False
Ice Age (2002),ice-age,https://letterboxd.com/film/ice-age/,ice age,2002,False
Lilo & Stitch (2002),lilo-stitch,https://letterboxd.com/film/lilo-stitch/,lilo & stitch,2002,False
Spider-Man (2002),spider-man,https://letterboxd.com/film/spider-man/,spider-man,2002,False
Chicago (2002),chicago,https://letterboxd.com/film/chicago/,chicago,2002,False
The Best of Youth (2003),the-best-of-youth,https://letterboxd.com/film/the-best-of-youth/,the best of youth,2003,False
The Barbarian Invasions (2003),the-barbarian-invasions,https://letterboxd.com/film/the-barbarian-invasions/,the barbarian invasions,2003,False
Aileen: Life and Death of a Serial Killer (2003),aileen-life-and-death-of-a-serial-killer,https://letterboxd.com/film/aileen-life-and-death-of-a-serial-killer/,aileen: life and death of a serial killer,2003,False
Johnny English (2003),johnny-english,https://letterboxd.com/film/johnny-english/,johnny english,2003,False
Bruce Almighty (2003),bruce-almighty,https://letterboxd.com/film/bruce-almighty/,bruce almighty,2003,False
Finding Nemo (2003),finding-nemo,https://letterboxd.com/film/finding-nemo/,finding nemo,2003,False
Memories of Murder (2003),memories-of-murder,https://letterboxd.com/film/memories-of-murder/,memories of murder,2003,False
The Consequences of Love (2004),the-consequences-of-love,https://letterboxd.com/film/the-consequences-of-love/,the consequences of love,2004,False
Fahrenheit 9/11 (2004),fahrenheit-9-11,https://letterboxd.com/film/fahrenheit-9-11/,fahrenheit 9/11,2004,False
Collateral (2004),collateral,https://letterboxd.com/film/collateral/,collateral,2004,False
3-Iron (2004),3-iron,https://letterboxd.com/film/3-iron/,3-iron,2004,False
Sideways (2004),sideways,https://letterboxd.com/film/sideways/,sideways,2004,False
Ray (2004),ray-2004,https://letterboxd.com/film/ray-2004/,ray,2004,False
Eternal Sunshine of the Spotless Mind (2004),eternal-sunshine-of-the-spotless-mind,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/,eternal sunshine of the spotless mind,2004,False
Before Sunset (2004),before-sunset,https://letterboxd.com/film/before-sunset/,before sunset,2004,False
Howl's Moving Castle (2004),howls-moving-castle,https://letterboxd.com/film/howls-moving-castle/,howl's moving castle,2004,False
Spider-Man 2 (2004),spider-man-2,https://letterboxd.com/film/spider-man-2/,spider-man 2,2004,False
The Life Aquatic with Steve Zissou (2004),the-life-aquatic-with-steve-zissou,https://letterboxd.com/film/the-life-aquatic-with-steve-zissou/,the life aquatic with steve zissou,2004,False
The Aviator (2004),the-aviator,https://letterboxd.com/film/the-aviator/,the aviator,2004,False
Live and Become (2005),live-and-become,https://letterboxd.com/film/live-and-become/,live and become,2005,False
Paradise Now (2005),paradise-now,https://letterboxd.com/film/paradise-now/,paradise now,2005,False
Caché (2005),cache,https://letterboxd.com/film/cache/,caché,2005,False
The Constant Gardener (2005),the-constant-gardener,https://letterboxd.com/film/the-constant-gardener/,the constant gardener,2005,False
Capote (2005),capote,https://letterboxd.com/film/capote/,capote,2005,False
Green Street Hooligans (2005),green-street-hooligans,https://letterboxd.com/film/green-street-hooligans/,green street hooligans,2005,False
Thank You for Smoking (2005),thank-you-for-smoking,https://letterboxd.com/film/thank-you-for-smoking/,thank you for smoking,2005,False
Madagascar (2005),madagascar,https://letterboxd.com/film/madagascar/,madagascar,2005,False
V for Vendetta (2005),v-for-vendetta,https://letterboxd.com/film/v-for-vendetta/,v for vendetta,2005,False
Goal! (2005),goal-2005,https://letterboxd.com/film/goal-2005/,goal!,2005,False
Wallace & Gromit: The Curse of the Were-Rabbit (2005),wallace-gromit-the-curse-of-the-were-rabbit,https://letterboxd.com/film/wallace-gromit-the-curse-of-the-were-rabbit/,wallace & gromit: the curse of the were-rabbit,2005,False
Kiss Kiss Bang Bang (2005),kiss-kiss-bang-bang-2005,https://letterboxd.com/film/kiss-kiss-bang-bang-2005/,kiss kiss bang bang,2005,False
Volver (2006),volver,https://letterboxd.com/film/volver/,volver,2006,False
United 93 (2006),united-93,https://letterboxd.com/film/united-93/,united 93,2006,False
The Host (2006),the-host,https://letterboxd.com/film/the-host/,the host,2006,False
Babel (2006),babel-2006,https://letterboxd.com/film/babel-2006/,babel,2006,False
The Queen (2006),the-queen-2006,https://letterboxd.com/film/the-queen-2006/,the queen,2006,False
The Pink Panther (2006),the-pink-panther,https://letterboxd.com/film/the-pink-panther/,the pink panther,2006,False
Click (2006),click,https://letterboxd.com/film/click/,click,2006,False
The Devil Wears Prada (2006),the-devil-wears-prada,https://letterboxd.com/film/the-devil-wears-prada/,the devil wears prada,2006,False
Surfwise (2007),surfwise,https://letterboxd.com/film/surfwise/,surfwise,2007,False
Once (2007),once,https://letterboxd.com/film/once/,once,2007,False
The Bourne Ultimatum (2007),the-bourne-ultimatum,https://letterboxd.com/film/the-bourne-ultimatum/,the bourne ultimatum,2007,False
Atonement (2007),atonement,https://letterboxd.com/film/atonement/,atonement,2007,False
Spider-Man 3 (2007),spider-man-3,https://letterboxd.com/film/spider-man-3/,spider-man 3,2007,False
American Gangster (2007),american-gangster,https://letterboxd.com/film/american-gangster/,american gangster,2007,False
Ratatouille (2007),ratatouille,https://letterboxd.com/film/ratatouille/,ratatouille,2007,False
The Darjeeling Limited (2007),the-darjeeling-limited,https://letterboxd.com/film/the-darjeeling-limited/,the darjeeling limited,2007,False
